station_id,station_name,city,state,latitude,longitude,timestamp,AQI,PM2.5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,traffic_level
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-21 04:09:56,116,84.0,106.78,33.92,15.11,2.21,22.61,28.8,55.0,4.6,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-21 04:34:38,291,186.7,282.89,40.43,8.46,0.57,38.31,30.5,46.7,0.7,High
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-21 04:37:35,177,137.63,121.8,67.68,40.12,2.33,23.3,37.2,67.9,0.8,High
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-21 04:52:11,159,78.84,151.0,16.88,39.89,2.29,38.08,37.9,64.2,2.2,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-21 05:53:08,182,13.51,194.35,91.38,5.18,0.76,45.33,30.8,89.3,3.5,High
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-21 07:06:25,216,184.83,74.52,84.53,25.19,1.85,94.84,37.8,76.1,0.9,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-21 07:47:53,106,13.77,90.62,57.44,5.36,2.12,24.09,34.6,67.9,4.5,Moderate
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-21 08:02:15,264,209.18,176.23,22.56,16.23,4.65,39.9,26.9,81.3,2.1,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-21 08:19:01,139,110.57,104.77,64.03,10.3,3.31,27.82,38.8,59.9,3.9,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-21 08:45:25,169,128.01,79.18,25.83,17.63,2.89,93.99,25.3,41.0,4.0,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-21 09:17:04,140,19.75,126.01,44.05,30.2,2.16,45.13,33.8,74.8,2.4,Low
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-21 09:37:23,178,135.8,129.16,5.69,5.86,2.73,5.48,36.5,72.1,1.0,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-21 10:52:14,68,42.13,63.31,5.35,8.32,2.57,95.6,34.3,47.8,3.5,Low
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-21 11:54:07,312,234.34,158.68,111.7,23.5,1.33,70.61,27.9,62.4,2.3,High
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-21 12:24:15,130,57.36,140.66,46.59,17.9,0.98,64.27,28.9,45.1,4.3,Low
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-21 12:42:41,85,41.87,89.05,66.59,38.68,0.52,89.59,24.4,71.6,2.8,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-21 13:55:23,138,91.02,33.34,38.3,2.22,1.61,19.71,38.6,87.2,3.4,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-21 15:20:10,109,10.0,116.1,32.03,20.17,1.28,16.14,37.5,78.1,3.9,Low
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-21 15:35:46,53,41.42,22.12,42.12,13.67,0.36,31.47,39.4,52.6,3.2,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-21 16:53:19,73,51.9,46.39,75.51,5.76,1.47,86.24,32.4,80.3,2.4,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-21 16:54:52,190,17.57,193.22,59.43,23.32,2.6,86.35,34.8,67.1,5.1,High
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-21 16:56:34,214,154.17,32.76,88.65,27.81,3.01,30.7,38.1,76.3,1.1,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-21 17:27:26,284,96.35,283.63,57.8,23.05,3.19,35.57,39.6,85.1,1.2,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-21 17:55:06,93,23.76,100.01,83.24,5.47,4.87,5.36,36.0,55.9,0.5,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-21 18:29:21,240,187.66,143.5,48.83,21.53,1.34,40.03,36.5,72.2,0.8,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-21 20:01:43,229,28.92,228.18,14.62,26.63,2.22,43.53,32.2,80.2,2.6,Moderate
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-21 20:29:23,279,206.63,113.57,45.51,21.21,5.45,88.25,37.3,79.5,2.2,High
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-21 20:33:20,220,20.53,221.39,97.64,38.82,3.83,17.36,25.1,69.1,2.4,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-21 20:41:11,49,24.53,53.51,33.37,14.71,0.46,32.52,27.5,46.7,5.7,Low
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-21 21:27:22,375,135.48,374.07,29.86,27.3,1.92,80.06,30.7,49.4,0.5,High
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-21 21:42:32,225,177.59,115.73,86.59,7.08,4.84,76.39,37.1,84.3,1.0,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-21 22:15:31,65,67.55,66.3,35.35,16.98,1.46,72.84,30.4,85.4,4.6,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-21 22:42:22,86,59.36,46.16,13.65,3.24,2.25,45.61,32.0,62.9,3.4,Low
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-21 23:48:05,129,37.65,132.43,12.15,27.45,0.72,75.45,38.6,40.3,3.2,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-22 01:28:50,30,22.17,32.42,5.66,14.84,2.07,6.66,25.5,77.8,3.7,Low
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-22 01:30:03,172,121.51,27.66,41.84,4.19,1.17,98.73,33.6,54.6,4.3,High
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-22 01:37:29,158,125.23,147.38,58.3,15.31,1.55,30.97,39.8,47.5,3.8,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-22 02:52:03,274,96.97,276.44,63.75,48.65,1.48,87.52,27.7,50.7,0.7,Moderate
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-22 03:21:38,108,79.72,80.13,13.13,25.39,0.47,33.28,30.7,58.8,5.3,High
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-22 04:27:13,134,58.17,153.23,53.28,18.41,5.46,51.0,39.8,70.6,2.5,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-22 05:17:00,94,21.4,103.55,8.37,4.71,0.96,49.11,31.5,54.3,5.8,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-22 05:50:02,141,77.5,138.92,36.78,13.26,1.62,7.41,31.6,46.0,4.4,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-22 05:59:07,107,81.93,83.92,37.6,24.14,1.39,96.31,33.4,87.0,3.7,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-22 06:13:39,44,23.07,49.74,48.13,13.83,2.81,29.08,37.7,52.8,0.6,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-22 07:11:12,208,139.0,225.6,46.15,5.6,6.14,32.19,25.4,61.5,1.5,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-22 07:23:51,283,223.02,160.24,67.87,37.24,3.59,51.32,26.0,68.3,1.3,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-22 08:19:34,219,177.31,215.72,100.7,2.86,0.84,62.9,39.1,60.7,2.3,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-22 08:24:22,72,53.37,64.99,43.63,22.35,1.58,38.61,37.0,74.3,1.1,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-22 08:47:48,193,150.71,107.26,99.35,34.73,5.14,92.3,27.9,46.1,1.6,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-22 09:43:08,140,115.28,81.04,46.4,21.17,2.73,7.01,37.7,89.9,4.0,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-22 10:02:15,167,71.58,175.04,66.7,47.89,3.51,60.38,25.8,63.4,0.9,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-22 11:58:29,81,65.3,22.12,5.0,7.71,2.14,16.52,30.3,64.6,5.3,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-22 12:03:35,143,107.52,29.83,62.49,16.09,2.87,47.97,37.9,75.7,4.9,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-22 12:59:35,118,83.3,36.66,14.03,14.22,0.96,28.51,35.5,66.9,3.3,Low
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-22 13:24:57,160,120.68,73.18,101.0,39.0,6.88,95.98,37.1,61.8,0.9,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-22 13:30:21,174,13.5,172.55,49.14,26.01,1.89,85.5,35.8,54.3,4.9,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-22 14:13:39,88,78.49,84.39,12.62,2.83,5.0,17.77,39.7,42.5,1.0,High
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-22 15:02:31,117,96.0,103.08,88.49,8.3,0.99,59.81,32.9,82.6,2.2,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-22 15:21:05,69,24.65,72.58,19.79,20.13,1.45,98.98,29.3,45.6,5.3,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-22 15:41:47,88,10.7,73.61,35.82,26.51,2.8,55.24,28.7,72.8,4.0,Low
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-22 17:42:16,102,77.27,80.5,14.91,17.32,1.81,39.07,37.0,69.2,4.5,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-22 18:14:07,41,24.27,20.0,37.71,27.52,1.34,38.93,39.1,54.9,4.8,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-22 18:53:09,191,73.97,178.22,13.54,21.85,1.55,17.64,26.2,60.8,3.5,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-22 19:01:36,170,132.83,90.09,45.63,38.79,0.49,66.59,36.9,85.1,1.6,Low
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-22 19:16:30,160,109.25,168.27,69.28,17.77,0.58,46.59,34.6,85.2,1.0,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-22 19:22:35,111,71.84,118.37,23.63,22.18,2.72,24.36,38.5,66.9,3.2,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-22 20:04:04,112,85.83,89.81,12.58,32.47,3.68,76.88,25.9,69.7,2.4,Low
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-22 20:05:02,114,83.95,86.27,60.62,7.3,1.59,39.8,26.9,49.2,2.2,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-22 20:47:13,237,141.04,234.38,27.2,35.22,3.97,26.34,38.8,43.6,2.0,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-22 21:37:34,202,146.14,152.65,63.96,16.51,1.76,58.68,37.1,50.7,3.3,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-22 22:06:22,105,61.87,107.21,51.37,16.02,1.98,76.01,36.9,77.4,1.5,Low
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-22 22:49:10,75,54.18,38.97,39.2,8.41,3.03,60.4,36.8,88.0,3.4,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-22 23:55:40,142,117.24,55.26,62.93,24.27,2.29,88.58,33.7,44.0,4.3,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-23 00:28:12,195,115.89,198.28,91.91,13.06,1.91,68.42,39.6,60.3,5.3,High
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-23 01:34:59,134,64.89,125.28,61.37,2.0,3.67,22.37,34.7,83.5,5.3,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-23 01:48:36,79,50.37,31.11,13.79,20.68,0.68,54.89,29.0,70.5,4.4,Low
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-23 02:08:59,44,13.79,48.99,51.83,27.33,1.64,44.53,27.2,41.9,4.0,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-23 02:45:56,143,118.77,143.87,72.26,14.75,3.73,46.11,25.2,65.2,1.5,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-23 03:20:30,93,44.76,75.58,37.81,26.73,1.75,75.64,35.2,51.9,3.3,Low
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-23 03:40:59,90,65.65,79.19,36.26,2.0,2.51,93.55,30.4,63.1,5.7,Low
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-23 04:40:55,181,124.42,187.47,12.15,19.1,1.51,87.72,37.3,80.3,1.7,Low
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-23 04:49:49,30,25.01,30.51,5.18,23.37,0.94,25.09,30.6,70.2,4.0,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-23 04:55:23,88,49.36,98.57,17.21,23.85,0.82,13.07,34.0,70.1,3.2,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-23 05:53:46,147,128.34,31.56,6.67,19.41,0.84,68.11,35.3,69.4,2.2,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-23 06:40:10,174,135.77,33.69,6.84,32.23,2.33,17.43,35.8,61.3,2.3,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-23 07:32:15,164,138.55,38.32,42.95,10.39,0.39,8.42,29.7,72.8,1.8,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-23 08:14:29,117,76.33,34.29,12.98,17.11,1.09,93.5,32.3,88.8,5.8,Low
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-23 08:27:58,305,44.84,308.49,107.75,10.05,1.41,35.05,29.8,81.7,3.0,High
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-23 08:56:14,198,158.61,88.77,94.32,31.67,3.57,38.59,29.4,75.5,0.8,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-23 09:18:35,160,109.06,94.28,85.5,20.22,0.9,72.9,33.0,65.0,0.9,Low
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-23 13:52:06,179,77.11,178.37,36.52,20.81,3.86,94.94,28.4,40.3,5.9,High
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-23 14:01:26,118,94.55,44.25,47.76,9.38,3.42,77.02,28.6,84.5,5.3,High
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-23 14:34:42,139,93.07,81.34,7.99,3.13,1.11,79.57,33.7,73.8,4.9,Low
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-23 18:52:51,128,104.58,47.06,32.88,13.07,2.11,11.46,39.8,42.0,4.1,Moderate
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-23 18:53:22,113,81.52,74.73,20.88,2.52,1.38,67.05,37.4,54.0,4.0,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-23 18:59:34,156,98.48,169.29,30.03,29.99,0.51,9.68,38.3,88.3,2.9,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-23 19:06:39,210,45.04,206.91,34.31,27.19,0.98,54.05,30.0,89.1,4.2,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-23 19:22:19,176,136.96,34.77,83.41,25.86,0.7,87.99,31.4,50.3,2.5,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-23 19:32:18,331,260.25,332.15,87.45,12.27,6.93,74.08,37.7,74.2,0.8,High
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-23 19:44:43,200,162.35,135.62,11.75,37.17,1.32,29.57,34.4,67.3,0.8,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-23 20:03:18,138,100.17,60.88,105.92,24.68,1.58,52.56,25.0,47.4,0.5,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-23 20:13:40,212,148.86,103.96,55.88,24.34,1.09,39.41,34.2,79.3,1.2,Moderate
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-23 20:14:55,207,169.2,221.26,74.98,11.18,0.57,35.11,35.3,50.9,2.5,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-23 21:30:59,212,60.77,214.97,38.22,30.8,2.57,71.89,30.7,43.6,1.0,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-23 21:36:56,228,86.14,236.42,37.59,14.49,1.41,65.85,27.7,54.1,4.9,High
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-23 21:48:58,105,84.77,58.88,22.54,30.94,3.68,14.61,24.9,67.5,2.9,High
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-23 21:54:27,128,15.17,123.02,26.24,12.64,2.92,82.04,26.3,48.0,4.8,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-23 22:21:49,121,86.19,117.33,14.0,29.31,1.23,23.71,30.8,53.8,2.0,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-23 22:42:18,191,105.65,202.8,56.13,34.38,2.95,58.29,33.9,57.9,1.1,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-23 23:28:04,57,23.58,52.23,64.81,27.75,2.3,50.13,35.7,55.8,2.7,Low
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-24 00:46:03,241,158.3,234.99,63.37,9.0,0.77,82.22,29.6,46.3,1.2,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-24 03:20:07,61,46.1,50.76,60.14,13.49,3.43,81.36,36.9,47.3,2.4,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-24 03:57:15,161,119.42,125.82,10.09,4.09,0.4,29.46,31.5,45.3,4.1,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-24 04:35:21,112,91.08,45.88,60.2,30.04,3.69,91.01,30.8,56.5,1.0,Moderate
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-24 04:45:25,98,74.49,89.05,6.56,23.15,3.67,14.92,37.1,68.3,4.1,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-24 05:01:36,235,25.05,231.82,39.55,36.68,3.88,76.77,24.2,47.0,2.3,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-24 06:31:23,73,48.68,64.34,19.58,27.23,2.28,11.07,29.7,54.1,5.1,Low
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-24 06:33:26,191,145.11,181.44,35.94,18.74,2.58,5.02,29.5,71.1,0.7,Low
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-24 06:38:40,237,172.08,176.97,81.82,6.14,1.47,89.98,28.6,79.1,1.3,Moderate
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-24 06:46:56,168,124.76,173.52,9.95,10.4,1.44,57.02,25.0,42.6,2.6,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-24 08:54:35,281,112.6,283.22,54.49,25.85,1.71,18.87,26.3,78.2,1.1,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-24 09:07:12,30,10.0,42.46,5.54,4.36,1.08,81.25,28.5,50.3,3.3,Low
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-24 10:30:28,323,238.76,235.07,53.39,15.27,5.21,90.23,32.5,52.1,1.0,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-24 10:57:24,180,139.62,112.66,94.29,12.32,5.9,40.6,24.6,69.4,2.7,High
ST003,Velachery,Chennai,Tamil Nadu,12.9815,80.218,2026-01-24 11:17:35,122,93.15,55.09,8.34,13.54,0.8,32.06,38.4,52.2,5.6,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-24 11:19:11,193,83.57,195.31,68.55,21.5,3.04,85.5,36.3,84.3,1.7,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-24 11:44:21,207,115.37,208.1,113.09,32.56,5.87,10.66,26.9,80.0,2.3,High
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-24 15:02:03,177,140.49,61.27,37.94,2.47,3.28,33.62,28.5,83.6,1.1,High
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-24 15:03:08,155,122.87,61.44,83.09,31.84,1.46,32.42,39.6,47.7,2.0,Moderate
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-24 16:09:18,82,56.49,26.27,65.11,21.42,2.33,96.86,37.0,51.9,1.7,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-24 16:21:33,167,121.56,25.75,47.83,26.67,2.81,22.48,32.9,61.1,3.6,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-24 16:28:54,179,118.62,183.1,40.56,33.31,1.27,49.56,27.1,51.9,2.1,Moderate
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-24 17:23:58,200,111.44,208.21,10.82,33.34,1.48,47.17,28.0,75.3,2.9,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-24 17:49:10,80,60.99,93.28,32.83,14.73,2.3,15.41,34.7,51.7,3.7,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-24 18:43:46,126,20.28,130.87,15.79,24.61,1.07,44.62,31.9,83.6,4.4,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-24 18:47:55,128,101.62,76.21,61.48,14.76,0.7,71.11,28.6,79.6,3.7,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-24 19:29:08,47,24.04,20.0,41.92,4.43,0.82,33.3,34.2,82.8,3.2,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-24 19:39:42,61,28.16,66.16,31.65,27.61,0.48,25.0,36.8,56.3,2.1,Low
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-24 20:12:17,193,109.71,179.41,82.08,17.0,3.43,19.31,31.1,81.8,2.0,Moderate
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-24 21:02:35,106,90.33,61.06,5.5,27.92,1.06,69.22,28.8,44.6,3.8,Moderate
ST006,Tambaram,Chennai,Tamil Nadu,12.9229,80.1275,2026-01-24 21:14:00,105,82.72,121.28,75.87,9.43,2.65,82.64,28.6,48.1,1.9,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-24 21:35:06,110,67.44,101.42,25.84,23.11,1.76,16.09,25.9,52.6,5.6,Moderate
ST001,T Nagar,Chennai,Tamil Nadu,13.0418,80.2341,2026-01-24 21:52:37,168,123.44,44.31,40.15,37.67,0.94,97.91,25.5,65.7,1.8,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-24 22:25:37,158,26.93,172.64,58.83,16.42,3.64,71.53,36.4,69.8,4.0,High
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-24 23:01:12,96,74.96,43.99,74.58,34.97,2.9,15.09,26.9,65.2,2.3,Low
ST004,Anna Nagar,Chennai,Tamil Nadu,13.085,80.2101,2026-01-24 23:55:33,58,11.37,60.81,36.13,12.97,2.41,67.58,30.9,59.9,3.9,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-25 00:04:26,215,158.59,198.8,16.79,5.54,2.83,55.55,30.4,41.2,2.3,Moderate
ST008,OMR,Chennai,Tamil Nadu,12.9716,80.2518,2026-01-25 02:06:22,252,207.93,176.19,80.69,10.64,3.67,71.02,32.5,60.3,1.4,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-25 04:43:00,282,51.11,282.43,23.63,21.65,0.82,99.7,33.3,71.6,0.6,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-25 05:01:37,55,16.57,50.31,64.56,10.07,3.96,10.57,25.3,71.4,2.4,Moderate
ST009,Perungudi,Chennai,Tamil Nadu,12.9654,80.2461,2026-01-25 06:20:42,82,57.07,85.56,20.1,8.19,2.11,87.77,36.2,40.8,3.6,Moderate
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-25 07:13:39,390,289.33,195.97,44.88,31.96,6.57,56.91,24.4,81.9,0.6,High
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-25 07:23:13,230,168.11,239.4,30.61,10.9,3.35,21.35,24.3,84.4,1.7,High
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-25 07:28:50,169,135.38,30.97,22.45,14.79,4.31,84.32,32.7,61.8,4.6,High
ST007,Porur,Chennai,Tamil Nadu,13.0382,80.1565,2026-01-25 09:18:00,183,117.11,190.63,58.76,35.5,2.64,41.83,37.2,50.8,1.9,Low
ST002,Adyar,Chennai,Tamil Nadu,13.0012,80.2565,2026-01-25 10:28:40,121,35.4,124.95,36.61,35.92,3.31,37.47,24.2,44.3,1.6,Low
ST005,Guindy,Chennai,Tamil Nadu,13.0067,80.2206,2026-01-25 10:36:25,153,94.81,165.08,67.57,27.77,0.56,56.69,26.8,58.9,5.1,Moderate
ST010,Nungambakkam,Chennai,Tamil Nadu,13.0626,80.2295,2026-01-25 11:18:15,119,37.05,133.97,47.39,36.23,4.48,41.44,39.1,86.6,1.6,Moderate
